program_id,title,description,level,goal,equipment,program_length,time_per_workout,total_exercises,created,last_edit,workout_frequency,exercise_guidance
FP000337,Revolutionary Athletics Builder,"Intense 5-day split designed for athletes wanting both strength and muscle gains.

This 12-week PHAT program features 5 weekly sessions, combining power training (2 days) with hypertrophy-focused bodybuilding (3 days). Designed for Novice, Intermediate lifters seeking improvements in Bodybuilding.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include periodized intensity and volume, autoregulation guidelines.

Weekly Schedule:
Monday: Upper Power
Tuesday: Lower Power
Wednesday: Back & Shoulders Hypertrophy
Thursday: Lower Hypertrophy
Friday: Chest & Arms Hypertrophy
Saturday: Rest
Sunday: Rest","[""Novice"", ""Intermediate""]","[""Bodybuilding""]",At Home,12,30,244,2024-07-25 20:00:28,2025-04-28 20:00:28,3,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 3-5
- Repetition range: 8-12
- Rest between sets: 90-150 seconds

### Recommended Exercises
#### Upper Body Day
**Compound Movements:**
- Decline Push-Ups (Chest)
- Resistance Band Rows (Back)

**Isolation Movements:**
- Floor Flyes (Chest)
- Dolphin Kicks (Back)
- Resistance Band Overhead Press (Shoulders)
- Pike Push-Ups (Shoulders)
- Plank Up-Downs (Arms)
- Diamond Push-Ups (Arms)

#### Lower Body Day
**Compound Movements:**
- Bodyweight Squats
- Calf Raises

**Isolation Movements:**
- Step-Ups
- Wall Sits
- Mountain Climbers (Core)
- Bird Dogs (Core)

### Progression Guidelines
- Use double progression: first increase reps, then increase weight
- Consider periodized approaches to break through plateaus
- Implement deload weeks every 4-6 weeks to manage fatigue
"
FP000338,Effective Powerlifting Builder,"6-day training split targeting pushing muscles, pulling muscles, and legs on separate days.

This 14-week PPL program involves 6 weekly sessions (2 push, 2 pull, and 2 leg days), ideal for Novice trainees pursuing Weight Loss.

Exercise selection focuses on efficient compound movements arranged for optimal caloric expenditure, while preserving muscle mass during fat loss. 

Program features include progressive overload mechanisms, periodized intensity and volume, supersets for efficiency.

Weekly Schedule:
Monday: Push
Tuesday: Pull
Wednesday: Legs
Thursday: Push
Friday: Pull
Saturday: Legs","[""Novice""]","[""Weight Loss""]",At Home,14,120,419,2024-08-02 20:00:28,2025-07-20 20:00:28,6,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 3-4
- Repetition range: 8-12
- Rest between sets: 90-120 seconds

### Recommended Exercises
#### Push Day
**Compound Movements:**
- Hindu Push-Ups (Chest)
- Hindu Push-Ups (Shoulders)

**Isolation Movements:**
- Resistance Band Chest Press (Chest)
- Decline Push-Ups (Chest)
- Resistance Band Lateral Raises (Shoulders)
- Resistance Band Tricep Extensions (Triceps)
- Chair Dips (Triceps)

#### Pull Day
**Compound Movements:**
- Inverted Rows
- Resistance Band Pulldowns

**Isolation Movements:**
- Dolphin Kicks (Back)
- Isometric Curls (Biceps)
- Resistance Band Curls (Biceps)

#### Legs Day
**Compound Movements:**
- Bodyweight Squats
- Bulgarian Split Squats

**Isolation Movements:**
- Calf Raises
- Lunges
- Leg Raises (Core)
- Planks (Core)

### Progression Guidelines
- Implement progressive overload by adding weight, reps, or sets
- For main lifts, add 5-10 lbs when you can complete all prescribed reps
- For accessory lifts, add 2.5-5 lbs when you can complete upper rep range
"
FP000339,PowerSculpt Max,"Advanced training split for targeted development of specific muscle groups.

This 14-week body part split includes 6 training sessions weekly, each dedicated to specific muscle groups for maximum stimulation. Optimized for Advanced lifters focusing on Powerlifting, Bodyweight Fitness, Weight Loss.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, strategic deloads, tempo variations.

Weekly Schedule:
Monday: Shoulders
Tuesday: Back
Wednesday: Arms
Thursday: Legs
Friday: Rest
Saturday: Chest","[""Advanced""]","[""Powerlifting"", ""Bodyweight Fitness"", ""Weight Loss""]",Dumbbell Only,14,120,600,2024-10-28 20:00:28,2025-08-10 20:00:28,5,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 4-6
- Repetition range: 1-5
- Rest between sets: 120-180 seconds

### Intensity Guidelines
- Main compound lifts: 80-95% of 1RM
- Focus on progressive overload by increasing weight or reps each week

### Recommended Exercises
#### Recommended Exercises by Muscle Group
**Chest:**
- Push-Ups (weighted)
- Floor Press
- Incline Dumbbell Press

**Back:**
- Dumbbell Deadlifts
- Renegade Rows
- Bent-Over Y-Raises

**Shoulders:**
- W-Raises
- Y-Presses
- Seated Dumbbell Press

**Arms:**
- Skull Crushers
- Cross-Body Curls
- Diamond Push-Ups

**Legs:**
- Dumbbell Sumo Squats
- Dumbbell Romanian Deadlifts
- Goblet Squats

**Core:**
- Dumbbell Side Bends
- Hollow Holds
- Dumbbell Russian Twists

### Progression Guidelines
- Utilize periodization with varied intensity and volume
- Consider implementing RPE (Rate of Perceived Exertion) for autoregulation
- Plan deload weeks strategically to maximize recovery
- Consider specialized techniques like drop sets, rest-pause, or mechanical drop sets
"
FP000340,PHAT (Power Hypertrophy Adaptive Training) Powerbuilding Program,"Comprehensive 6-day program optimized for advanced muscle development.

This 13-week ULPPL program includes 4 training sessions per week, structured to optimize gains for Novice individuals pursuing Weight Loss.

Exercise selection focuses on efficient compound movements arranged for optimal caloric expenditure, while preserving muscle mass during fat loss. 

Program features include progressive overload mechanisms, periodized intensity and volume, strategic deloads, supersets for efficiency, rest-pause techniques, tempo variations.

Weekly Schedule:
Tuesday: Training
Wednesday: Training
Thursday: Training
Saturday: Training","[""Novice""]","[""Weight Loss""]",Garage Gym,13,30,252,2025-07-03 20:00:28,2025-11-02 20:00:28,6,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 3-4
- Repetition range: 8-12
- Rest between sets: 90-120 seconds

### Recommended Exercises
#### Recommended Exercises by Muscle Group
**Chest:**
- Dumbbell Bench Press
- Floor Press
- Push-Ups

**Back:**
- Barbell Deadlifts
- Pendlay Rows
- Dumbbell Rows

**Shoulders:**
- Overhead Press
- Rear Delt Flyes
- Z-Press

**Arms:**
- Barbell Curls
- Hammer Curls
- Chin-Ups

**Legs:**
- Step-Ups
- Standing Calf Raises
- Good Mornings

**Core:**
- Hanging Leg Raises
- Medicine Ball Slams
- Weighted Russian Twists

### Progression Guidelines
- Implement progressive overload by adding weight, reps, or sets
- For main lifts, add 5-10 lbs when you can complete all prescribed reps
- For accessory lifts, add 2.5-5 lbs when you can complete upper rep range
"
FP000341,TitanSculpt X,"Comprehensive split with 2 power days followed by 3 hypertrophy days for complete development.

This 1-week PHAT program features 5 weekly sessions, combining power training (2 days) with hypertrophy-focused bodybuilding (3 days). Designed for Beginner, Intermediate lifters seeking improvements in Powerlifting.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include periodized intensity and volume, strategic deloads, autoregulation guidelines.

Weekly Schedule:
Monday: Upper Power
Tuesday: Lower Power
Wednesday: Back & Shoulders Hypertrophy
Thursday: Lower Hypertrophy
Friday: Chest & Arms Hypertrophy
Saturday: Rest
Sunday: Rest","[""Beginner"", ""Intermediate""]","[""Powerlifting""]",Dumbbell Only,1,45,23,2025-07-14 20:00:28,2025-10-18 20:00:28,3,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 3-5
- Repetition range: 3-6
- Rest between sets: 90-150 seconds

### Intensity Guidelines
- Main compound lifts: 75-85% of 1RM
- Focus on progressive overload by increasing weight or reps each week

### Recommended Exercises
#### Upper Body Day
**Compound Movements:**
- Floor Press (Chest)
- Dumbbell Deadlifts (Back)

**Isolation Movements:**
- Hex Press (Chest)
- Bent-Over T-Raises (Back)
- W-Raises (Shoulders)
- Front Raises (Shoulders)
- Dumbbell Curls (Arms)
- Overhead Tricep Extensions (Arms)

#### Lower Body Day
**Compound Movements:**
- Dumbbell Step-Ups
- Dumbbell Romanian Deadlifts

**Isolation Movements:**
- Bulgarian Split Squats
- Single-Leg RDLs
- Weighted Crunches (Core)
- Dumbbell V-Sits (Core)

### Progression Guidelines
- Use double progression: first increase reps, then increase weight
- Consider periodized approaches to break through plateaus
- Implement deload weeks every 4-6 weeks to manage fatigue
"
FP000342,Advanced Body Training,"Train all major muscle groups every session with compound lifts followed by isolation work.

This 9-week full body program includes 2 training sessions per week, targeting all major muscle groups each session with a focus on compound lifts. Designed for Beginner trainees seeking Powerlifting, Powerbuilding.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, periodized intensity and volume, strategic deloads, supersets for efficiency, rest-pause techniques, autoregulation guidelines.

Weekly Schedule:
Wednesday: Full Body
Saturday: Full Body","[""Beginner""]","[""Powerlifting"", ""Powerbuilding""]",At Home,9,45,242,2025-09-26 20:00:28,2025-10-25 20:00:28,3,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 2-3
- Repetition range: 5-10
- Rest between sets: 60-90 seconds

### Intensity Guidelines
- Main compound lifts: 65-75% of 1RM
- Focus on progressive overload by increasing weight or reps each week

### Recommended Exercises
#### Full Body Day
**Compound Movements:**
- Pull-Ups (if bar available)
- Inverted Rows
- Single-Leg RDLs
- Lunges

**Isolation Movements:**
- Hindu Push-Ups (Chest)
- Inverted Rows (Back)
- Resistance Band Front Raises (Shoulders)
- Calf Raises (Legs)
- Bodyweight Skull Crushers (Arms)
- Bird Dogs (Core)

### Progression Guidelines
- Add weight when you can complete all sets at the upper rep range with good form
- Aim to increase weights by 2.5-5% every 1-2 weeks
- Focus on proper form and technique before adding weight
"
FP000343,Balanced Powerlifting Protocol,"Maximum frequency training approach for experienced lifters.

This 6-week ULPPL program includes 3 training sessions per week, structured to optimize gains for Beginner individuals pursuing Bodyweight Fitness, Strength, Athletics.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, supersets for efficiency, tempo variations, autoregulation guidelines.

Weekly Schedule:
Monday: Training
Tuesday: Training
Saturday: Training","[""Beginner""]","[""Bodyweight Fitness"", ""Strength"", ""Athletics""]",Full Gym,6,90,305,2025-03-16 20:00:28,2025-10-13 20:00:28,6,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 2-3
- Repetition range: 10-15
- Rest between sets: 60-90 seconds

### Recommended Exercises
#### Recommended Exercises by Muscle Group
**Chest:**
- Cable Flyes
- Decline Bench Press
- Incline Dumbbell Press

**Back:**
- Pull-Ups
- Lat Pulldowns
- Face Pulls

**Shoulders:**
- Face Pulls
- Reverse Pec Deck
- Cable Lateral Raises

**Arms:**
- Barbell Curls
- Preacher Curls
- Hammer Curls

**Legs:**
- Barbell Squats
- Romanian Deadlifts
- Leg Curls

**Core:**
- Hanging Windshield Wipers
- Decline Sit-Ups
- Planks

### Progression Guidelines
- Add weight when you can complete all sets at the upper rep range with good form
- Aim to increase weights by 2.5-5% every 1-2 weeks
- Focus on proper form and technique before adding weight
"
FP000344,Maximum Muscle & Sculpting System,"Balance power and muscle building with this comprehensive 4-day training plan.

This 13-week PHUL program combines strength and hypertrophy training over 4 weekly sessions, with 2 power days followed by 2 hypertrophy days. Suitable for Intermediate trainees looking to improve Strength.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, supersets for efficiency, drop sets for muscle fatigue.

Weekly Schedule:
Monday: Upper Power
Wednesday: Lower Power
Friday: Upper Hypertrophy
Saturday: Lower Hypertrophy","[""Intermediate""]","[""Strength""]",Dumbbell Only,13,50,364,2024-01-08 20:00:28,2025-07-18 20:00:28,4,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 3-5
- Repetition range: 3-6
- Rest between sets: 90-150 seconds

### Intensity Guidelines
- Main compound lifts: 75-85% of 1RM
- Focus on progressive overload by increasing weight or reps each week

### Recommended Exercises
#### Upper Body Day
**Compound Movements:**
- Hex Press (Chest)
- Renegade Rows (Back)

**Isolation Movements:**
- Dumbbell Flyes (Chest)
- Bent-Over T-Raises (Back)
- W-Raises (Shoulders)
- Lateral Raises (Shoulders)
- Tricep Kickbacks (Arms)
- Cross-Body Curls (Arms)

#### Lower Body Day
**Compound Movements:**
- Dumbbell Romanian Deadlifts
- Single-Leg RDLs

**Isolation Movements:**
- Dumbbell Lunges
- Dumbbell Calf Raises
- Weighted Planks (Core)
- Dumbbell Side Bends (Core)

### Progression Guidelines
- Use double progression: first increase reps, then increase weight
- Consider periodized approaches to break through plateaus
- Implement deload weeks every 4-6 weeks to manage fatigue
"
FP000345,Intense Lifting Formula,"Comprehensive 6-day program optimized for advanced muscle development.

This 15-week ULPPL program includes 5 training sessions per week, structured to optimize gains for Novice individuals pursuing Bodyweight Fitness.

Exercise selection focuses on progressive bodyweight exercises that build functional strength and muscle, with minimal equipment requirements. 

Program features include rest-pause techniques.

Weekly Schedule:
Monday: Training
Tuesday: Training
Wednesday: Training
Thursday: Training
Sunday: Training","[""Novice""]","[""Bodyweight Fitness""]",Full Gym,15,45,519,2024-11-19 20:00:28,2025-09-04 20:00:28,6,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 3-4
- Repetition range: 8-12
- Rest between sets: 90-120 seconds

### Recommended Exercises
#### Recommended Exercises by Muscle Group
**Chest:**
- Machine Chest Press
- Barbell Bench Press
- Dumbbell Pullovers

**Back:**
- Barbell Deadlifts
- Face Pulls
- Pull-Ups

**Shoulders:**
- Face Pulls
- Reverse Pec Deck
- Machine Shoulder Press

**Arms:**
- Skull Crushers
- Tricep Pushdowns
- Hammer Curls

**Legs:**
- Leg Extensions
- Barbell Squats
- Leg Press

**Core:**
- Weighted Russian Twists
- Planks
- Hanging Leg Raises

### Progression Guidelines
- Implement progressive overload by adding weight, reps, or sets
- For main lifts, add 5-10 lbs when you can complete all prescribed reps
- For accessory lifts, add 2.5-5 lbs when you can complete upper rep range
"
FP000346,Upper/Lower Weight Loss Program,"Train all major muscle groups every session with compound lifts followed by isolation work.

This 11-week full body program includes 4 training sessions per week, targeting all major muscle groups each session with a focus on compound lifts. Designed for Beginner trainees seeking Muscle & Sculpting.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include progressive overload mechanisms, periodized intensity and volume.

Weekly Schedule:
Wednesday: Full Body
Thursday: Full Body
Saturday: Full Body
Sunday: Full Body","[""Beginner""]","[""Muscle & Sculpting""]",Dumbbell Only,11,50,255,2024-05-19 20:00:28,2024-06-13 20:00:28,3,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 2-3
- Repetition range: 10-15
- Rest between sets: 60-90 seconds

### Recommended Exercises
#### Full Body Day
**Compound Movements:**
- Dumbbell Shoulder Press
- Dumbbell Thrusters
- Floor Press
- Goblet Squats

**Isolation Movements:**
- Floor Press (Chest)
- Dumbbell Deadlifts (Back)
- Arnold Press (Shoulders)
- Goblet Squats (Legs)
- Skull Crushers (Arms)
- Weighted Planks (Core)

### Progression Guidelines
- Add weight when you can complete all sets at the upper rep range with good form
- Aim to increase weights by 2.5-5% every 1-2 weeks
- Focus on proper form and technique before adding weight
"
FP000347,Strength Muscle Approach,"Efficient full-body program designed for balanced development and maximum muscle recruitment.

This 8-week full body program includes 2 training sessions per week, targeting all major muscle groups each session with a focus on compound lifts. Designed for Advanced trainees seeking Powerbuilding, Bodyweight Fitness, Athletics.

Exercise selection focuses on heavy compound lifts for strength development combined with strategic isolation work for balanced muscle development and aesthetics. 

Program features include periodized intensity and volume, tempo variations.

Weekly Schedule:
Monday: Full Body
Thursday: Full Body","[""Advanced""]","[""Powerbuilding"", ""Bodyweight Fitness"", ""Athletics""]",Dumbbell Only,8,100,318,2024-11-16 20:00:28,2025-05-12 20:00:28,3,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 4-6
- Repetition range: 5-12
- Rest between sets: 120-180 seconds

### Intensity Guidelines
- Main compound lifts: 70-90% of 1RM
- Focus on progressive overload by increasing weight or reps each week

### Recommended Exercises
#### Full Body Day
**Compound Movements:**
- Dumbbell Thrusters
- Dumbbell Shoulder Press
- Dumbbell Romanian Deadlifts
- Dumbbell Rows

**Isolation Movements:**
- Dumbbell Pullovers (Chest)
- Rear Delt Flyes (Back)
- W-Raises (Shoulders)
- Bulgarian Split Squats (Legs)
- Hammer Curls (Arms)
- Weighted Sit-Ups (Core)

### Progression Guidelines
- Utilize periodization with varied intensity and volume
- Consider implementing RPE (Rate of Perceived Exertion) for autoregulation
- Plan deload weeks strategically to maximize recovery
- Consider specialized techniques like drop sets, rest-pause, or mechanical drop sets
"
FP000348,3-Day Full Body Split,"Comprehensive split with 2 power days followed by 3 hypertrophy days for complete development.

This 4-week PHAT program features 5 weekly sessions, combining power training (2 days) with hypertrophy-focused bodybuilding (3 days). Designed for Advanced, Intermediate, Beginner lifters seeking improvements in Strength, Powerlifting, Weight Loss.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, periodized intensity and volume, drop sets for muscle fatigue, rest-pause techniques, autoregulation guidelines.

Weekly Schedule:
Monday: Upper Power
Tuesday: Lower Power
Wednesday: Back & Shoulders Hypertrophy
Thursday: Lower Hypertrophy
Friday: Chest & Arms Hypertrophy
Saturday: Rest
Sunday: Rest","[""Advanced"", ""Intermediate"", ""Beginner""]","[""Strength"", ""Powerlifting"", ""Weight Loss""]",At Home,4,30,110,2025-08-14 20:00:28,2025-10-03 20:00:28,3,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 4-6
- Repetition range: 1-5
- Rest between sets: 120-180 seconds

### Intensity Guidelines
- Main compound lifts: 80-95% of 1RM
- Focus on progressive overload by increasing weight or reps each week

### Recommended Exercises
#### Upper Body Day
**Compound Movements:**
- Diamond Push-Ups (Chest)
- Resistance Band Pulldowns (Back)

**Isolation Movements:**
- Plyo Push-Ups (Chest)
- Dolphin Kicks (Back)
- Hindu Push-Ups (Shoulders)
- Resistance Band Overhead Press (Shoulders)
- Diamond Push-Ups (Arms)
- Isometric Curls (Arms)

#### Lower Body Day
**Compound Movements:**
- Calf Raises
- Wall Sits

**Isolation Movements:**
- Lunges
- Single-Leg Glute Bridges
- Planks (Core)
- Bird Dogs (Core)

### Progression Guidelines
- Utilize periodization with varied intensity and volume
- Consider implementing RPE (Rate of Perceived Exertion) for autoregulation
- Plan deload weeks strategically to maximize recovery
- Consider specialized techniques like drop sets, rest-pause, or mechanical drop sets
"
FP000349,Upper/Lower/Push/Pull/Legs Powerlifting Program,"Balanced full-body workouts performed 2-4 times weekly with emphasis on progressive overload.

This 6-week full body program includes 3 training sessions per week, targeting all major muscle groups each session with a focus on compound lifts. Designed for Beginner, Novice, Intermediate trainees seeking Weight Loss.

Exercise selection focuses on efficient compound movements arranged for optimal caloric expenditure, while preserving muscle mass during fat loss. 

Program features include tempo variations.

Weekly Schedule:
Thursday: Full Body
Friday: Full Body
Saturday: Full Body","[""Beginner"", ""Novice"", ""Intermediate""]","[""Weight Loss""]",At Home,6,45,213,2025-07-04 20:00:28,2025-10-03 20:00:28,3,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 3-5
- Repetition range: 6-12
- Rest between sets: 90-150 seconds

### Recommended Exercises
#### Full Body Day
**Compound Movements:**
- Pull-Ups (if bar available)
- Push-Ups
- Bodyweight Squats
- Lunges

**Isolation Movements:**
- Hindu Push-Ups (Chest)
- Superman Holds (Back)
- Hindu Push-Ups (Shoulders)
- Bodyweight Squats (Legs)
- Isometric Curls (Arms)
- Russian Twists (Core)

### Progression Guidelines
- Use double progression: first increase reps, then increase weight
- Consider periodized approaches to break through plateaus
- Implement deload weeks every 4-6 weeks to manage fatigue
"
FP000350,PowerTraining Pro,"Simple yet effective training split focusing on opposing movement patterns.

This 3-week Push/Pull program includes 6 training sessions per week, structured to optimize gains for Intermediate individuals pursuing Muscle & Sculpting.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include periodized intensity and volume, strategic deloads, supersets for efficiency.

Weekly Schedule:
Monday: Training
Tuesday: Training
Wednesday: Training
Thursday: Training
Saturday: Training
Sunday: Training","[""Intermediate""]","[""Muscle & Sculpting""]",Garage Gym,3,40,49,2024-09-07 20:00:28,2025-03-19 20:00:28,4,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 3-5
- Repetition range: 8-12
- Rest between sets: 90-150 seconds

### Recommended Exercises
#### Recommended Exercises by Muscle Group
**Chest:**
- Resistance Band Chest Press
- Incline Dumbbell Press
- Landmine Press

**Back:**
- Pendlay Rows
- Barbell Deadlifts
- Resistance Band Pulldowns

**Shoulders:**
- Seated Dumbbell Press
- Lateral Raises
- Rear Delt Flyes

**Arms:**
- Dips
- Close-Grip Bench Press
- Hammer Curls

**Legs:**
- Standing Calf Raises
- Goblet Squats
- Lunges

**Core:**
- GHD Sit-Ups
- Side Planks
- Weighted Russian Twists

### Progression Guidelines
- Use double progression: first increase reps, then increase weight
- Consider periodized approaches to break through plateaus
- Implement deload weeks every 4-6 weeks to manage fatigue
"
FP000351,MassHypertrophy Max,"6-day hybrid combining upper/lower and push/pull/legs for maximum stimulus.

This 4-week ULPPL program includes 6 training sessions per week, structured to optimize gains for Advanced individuals pursuing Weight Loss, Powerbuilding, Bodyweight Fitness.

Exercise selection focuses on heavy compound lifts for strength development combined with strategic isolation work for balanced muscle development and aesthetics. 

Program features include progressive overload mechanisms, periodized intensity and volume, drop sets for muscle fatigue, tempo variations.

Weekly Schedule:
Tuesday: Training
Wednesday: Training
Thursday: Training
Friday: Training
Saturday: Training
Sunday: Training","[""Advanced""]","[""Weight Loss"", ""Powerbuilding"", ""Bodyweight Fitness""]",At Home,4,45,118,2024-09-23 20:00:28,2025-09-16 20:00:28,4,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 4-6
- Repetition range: 5-12
- Rest between sets: 120-180 seconds

### Recommended Exercises
#### Upper Body Day
**Compound Movements:**
- Plyo Push-Ups (Chest)
- Bird Dogs (Back)

**Isolation Movements:**
- Push-Ups (Chest)
- Inverted Rows (Back)
- Hindu Push-Ups (Shoulders)
- Resistance Band Front Raises (Shoulders)
- Plank Up-Downs (Arms)
- Resistance Band Hammer Curls (Arms)

#### Lower Body Day
**Compound Movements:**
- Wall Sits
- Step-Ups

**Isolation Movements:**
- Lunges
- Bulgarian Split Squats
- Leg Raises (Core)
- Mountain Climbers (Core)

### Progression Guidelines
- Utilize periodization with varied intensity and volume
- Consider implementing RPE (Rate of Perceived Exertion) for autoregulation
- Plan deload weeks strategically to maximize recovery
- Consider specialized techniques like drop sets, rest-pause, or mechanical drop sets
"
FP000352,MassBuild Max,"Train the entire body 3 times per week, focusing on compound movements for optimal muscle stimulation.

This 16-week full body program includes 2 training sessions per week, targeting all major muscle groups each session with a focus on compound lifts. Designed for Advanced trainees seeking Weight Loss, Powerbuilding.

Exercise selection focuses on heavy compound lifts for strength development combined with strategic isolation work for balanced muscle development and aesthetics. 

Program features include progressive overload mechanisms, supersets for efficiency.

Weekly Schedule:
Thursday: Full Body
Sunday: Full Body","[""Advanced""]","[""Weight Loss"", ""Powerbuilding""]",At Home,16,90,574,2024-05-17 20:00:28,2025-04-09 20:00:28,3,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 4-6
- Repetition range: 5-12
- Rest between sets: 120-180 seconds

### Recommended Exercises
#### Full Body Day
**Compound Movements:**
- Dips (if parallel bars available)
- Push-Ups
- Bodyweight Squats
- Lunges

**Isolation Movements:**
- Plyo Push-Ups (Chest)
- Resistance Band Rows (Back)
- Resistance Band Overhead Press (Shoulders)
- Wall Sits (Legs)
- Diamond Push-Ups (Arms)
- Planks (Core)

### Progression Guidelines
- Utilize periodization with varied intensity and volume
- Consider implementing RPE (Rate of Perceived Exertion) for autoregulation
- Plan deload weeks strategically to maximize recovery
- Consider specialized techniques like drop sets, rest-pause, or mechanical drop sets
"
FP000353,ULPPL Strength Program,"Comprehensive push/pull/legs routine designed for advanced muscle development.

This 4-week PPL program involves 3 weekly sessions (1 push, 1 pull, and 1 leg day), ideal for Intermediate trainees pursuing Athletics.

Exercise selection focuses on functional movement patterns that transfer to athletic performance, with focus on power, speed, and mobility. 

Program features include progressive overload mechanisms, strategic deloads.

Weekly Schedule:
Monday: Push
Wednesday: Pull
Friday: Legs","[""Intermediate""]","[""Athletics""]",Full Gym,4,45,74,2024-02-06 20:00:28,2024-11-10 20:00:28,3,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 3-5
- Repetition range: 6-12
- Rest between sets: 90-150 seconds

### Recommended Exercises
#### Push Day
**Compound Movements:**
- Dumbbell Pullovers (Chest)
- Upright Rows (Shoulders)

**Isolation Movements:**
- Cable Flyes (Chest)
- Machine Chest Press (Chest)
- Reverse Pec Deck (Shoulders)
- Overhead Tricep Extensions (Triceps)
- Dips (Triceps)

#### Pull Day
**Compound Movements:**
- Cable Rows
- Barbell Deadlifts

**Isolation Movements:**
- Face Pulls (Back)
- Barbell Curls (Biceps)
- Hammer Curls (Biceps)
- Face Pulls (Rear Delts)

#### Legs Day
**Compound Movements:**
- Hack Squats
- Seated Calf Raises

**Isolation Movements:**
- Leg Curls
- Leg Press
- Cable Crunches (Core)
- Weighted Russian Twists (Core)

### Progression Guidelines
- Use double progression: first increase reps, then increase weight
- Consider periodized approaches to break through plateaus
- Implement deload weeks every 4-6 weeks to manage fatigue
"
FP000354,Push/Pull Muscle & Sculpting Program,"Advanced training split providing optimal stimulus for maximum muscle development.

This 2-week Upper/Lower/Push/Pull/Legs program includes 4 training sessions per week, structured to optimize gains for Advanced individuals pursuing Strength.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include strategic deloads.

Weekly Schedule:
Wednesday: Training
Thursday: Training
Friday: Training
Saturday: Training","[""Advanced""]","[""Strength""]",Full Gym,2,30,31,2024-12-02 20:00:28,2025-05-19 20:00:28,4,"## Exercise Guidance

### Volume Guidelines
- Sets per exercise: 4-6
- Repetition range: 1-5
- Rest between sets: 120-180 seconds

### Intensity Guidelines
- Main compound lifts: 80-95% of 1RM
- Focus on progressive overload by increasing weight or reps each week

### Recommended Exercises
#### Upper Body Day
**Compound Movements:**
- Machine Chest Press (Chest)
- T-Bar Rows (Back)

**Isolation Movements:**
- Decline Bench Press (Chest)
- Lat Pulldowns (Back)
- Upright Rows (Shoulders)
- Overhead Press (Shoulders)
- Overhead Tricep Extensions (Arms)
- Cable Curls (Arms)

#### Lower Body Day
**Compound Movements:**
- Romanian Deadlifts
- Leg Curls

**Isolation Movements:**
- Leg Extensions
- Seated Calf Raises
- Cable Crunches (Core)
- Hanging Leg Raises (Core)

### Progression Guidelines
- Utilize periodization with varied intensity and volume
- Consider implementing RPE (Rate of Perceived Exertion) for autoregulation
- Plan deload weeks strategically to maximize recovery
- Consider specialized techniques like drop sets, rest-pause, or mechanical drop sets
"
